125338	America East Women's Tournament . Women America Hartford tournament 's East
77051	APEC Summit . President 1996 Fidel Ramos APEC philippine V. November
73238	43rd Annual American Music Awards . 22 presenter american Angeles California , Cantrell Theater Los music award 2015 annual Microsoft November
124636	Invitational Championship . 2003 Championship Invitational
95399	59th British Academy Film Awards . Writers Film Dillon best Guild Howard critic Association 2005 Broadcast of America actress British outstanding motion Academy Spirit picture actor Newton Independent NAACP Awards ; writer
111869	2010 Tejano Music Awards . 2010 Selena
112068	shooting at Aztec High School . High New student shooting , William December School 2017 Aztec previously 7 Mexico Atchison
88890	2013 Mashkhel earthquake . 2008 BRSP 2007 Pakistan 2013 Balochistan earthquake Ziarat 2010 flood disaster
118684	America East Women's Tournament . Women America Hartford tournament 's East
123328	third conference .
111228	2016 Kids' Choice Awards . actress James 2016 2015 Actress Lily Cinderella
64785	flood . June 14 2015 flood
112952	Finals. . 2018 Finals Fajardo Philippine Magnolia Cup
9719	Ivy Mike . 1953 1 1952 Mike Ivy November
123868	14th Canadian Folk Music Awards . Singer 2018 music award canadian folk
102692	1967 Cannes Film Festival . 1967
102931	Miss World 1974 . Mundo 1974 Miss
108339	APRA Music Awards of 2001 . APRA the Awards year Music 2001 Jesse Hooper Ella Songwriter
58478	46th Guldbagge Awards . actress Alicia Vikander
76579	Missouri Valley Tournament . Iowa Valley Missouri Northern Tournament
119708	46th British Academy Film Awards . actress British Awards Film Academy 1992 Tandy Bates
114877	WAC Tournament . Seattle State wac tournament Bakersfield Cal
52114	2005 ceremony . December Awards 2005 month 2004 Raspberry , two Golden 21
86574	2001 ACC Men's Basketball Tournament . acc basketball men 2001 tournament Duke 's
85961	New Zealand Film Awards . New Chicago Film Washington Lisa Independent Zealand critic Association 2003 7 Gerrard July
114699	ASUN Tournament . Lipscomb
47384	6th World Science Fiction Convention . Convention Associated Publishers Fantasy Science 1948 World Fiction Toronto president
96564	December 2014 raid . Haram Cameroon December 2015 attack 2014 , January Boko
115616	Myx Music Awards 2010 . Awards Music 2010 Myx
105592	38th Primetime Emmy Awards .
95212	Chicon 2000 . Chicon 2000 1999
122821	G20 London summit . 2009 Stability London Financial April Forum
124000	Bolnai earthquake .
122610	Vankalai massacre . violence
68205	Securitas depot robbery . 2006 Securitas robbery February
20114	a coup in 1975 . 1975 Rahman Ziaur Jamaat president
36933	Great Flood . Flood March River 1913 great Miami
74089	KylieX . 2008 Allphones
119108	2006 MTV Movie Awards . 2007 2006 early
118481	1971 Scottish soldiers' killings . 1971 February scottish march
99531	2010 MuchMusic Video Awards . Artist the New Hedley year Bieber 2010 : Fave Justin UR
124353	Miss Dominican Republic 2005 . 2005 Miss Universe Dominican Republic
60212	2015 Big Ten Conference Men's Basketball Tournament . big conference 2015 men Wisconsin
104449	fall 1970 European tour . Harrison George fall 1970 Stones european Rolling
66612	ACC Women's Tournament . Forest Wake
122613	2006 Digampathana bombing . the decade 2006 attack bombing
125480	WAC Women's Tournament . New State Mexico
77019	General Service Medal . June 16 Canal Zone Egypt 19 Service Suez 1954 October 1951 2003 Naval General Medal
122626	47th Tony Awards . Louizos art December 1993 year director Broadway designer
83275	Donnell Fire . 2018 Fire
115236	Patriot League Tournament . League Cross Holy tournament Patriot
48638	Herero genocide . Omaruru October 2007 von genocide Lothar Herero Trotha
118783	Big 12 . NCAA Texas
110223	airstrike on a school bus . 2018 U.S. Lockheed Martin , - saudi lead August Yemen
99302	Haakon VII 70th Anniversary Medal . 1940 Ulstein war british 1945
116443	2018 Big Ten Men's Ice Hockey Tournament . big 2018 Men Marody Wisconsin
112378	11th Africa Movie Academy Awards . actress Movie Angola Awards queen 2014 Academy Africa
109134	1992 Staples Corner bombing . 11 Corner 1992 Staples bombing April
99049	massacre of Polish civilians . 2008 Naliboki Craig Poland Daniel Tuvia polish align - soviet
99526	Toronto International Film Festival . Festival 2007 Film Toronto International
49111	Norwegian black metal scene . celtic 1991 Bathory Frost norwegian
90957	2005 Indian Institute of Science shooting . 2005 Institute of Science shooting Indian Bangalore
111666	39th edition . 1982
95205	Prom at the Palace . Roberto II June Elizabeth Palace 2002 Buckingham Bolle
111974	10th Lux Style Awards . award 2015 2013 Khan style 2010 lux
80287	Beirut hijacking . 1985 warden hijacking Beirut
100616	1988 Nepal earthquake . Arun earthquake basin Nepal August 1988
120328	13th Japan Record Awards . the Koyanagi Rumiko year Japan Minami
110937	2010 Big South Conference Men's Basketball Tournament . Big Men South 2010 Conference Winthrop
91286	Erfurt Congress . Congress Alexander October September russian anti-french Tsar 1808 Erfurt to Napoleon Russia
111414	2011 Missouri Valley Conference Men's Basketball Tournament . basketball Valley Missouri Men 2011 tournament 's Conference
112683	failed plot by members of the Rajneeshees . Oregon Charles 1985 U.S. H. Turner assassination Rajneeshees Attorney
124905	Kfar Yuval hostage crisis . year hijacking Operation Savoy Kfar the 1976 1975 same attack palestinian Yuval Ma'alot Israel Hotel Entebbe
86869	Phoenix freeway shootings . September 2015 Phoenix August
60133	2015 American Athletic Conference Men's Basketball Tournament . conference beginning in american tournament 's October December basketball 2015 2014 men athletic
124672	the 1968 edition . Roberto Endrigo brazilian singer composer italian Sergio Carlos 1968
89900	2018 ceremony . 2018 Singapore
117402	Big West Conference tournament . Big West Conference
100365	2010 Horizon League Men's Basketball Tournament . League Detroit Horizon 2010 Crusaders
95267	Let's Get Loud . 22 23 Lopez – September Rico 2001 Puerto ,
92220	World Summit for Children . 1990
85242	Miss World 2011 . Unang Ruais performer Hirit Pilipinas Miss host 2012 2011
125933	2020 Libertarian National Convention . 22 Libertarian Convention National May Texas weekend 2020 Austin Memorial Day
62323	earthquake in Bohol . earthquake Bohol
105985	Miss America 1990 . Turner America Miss 1990 Suzette Debbye
123597	Pidjiguiti massacre . Guinea Bissau War governor -
69708	1993 Mumbai bombings . explosion Friday 1993 attack 2002 Mumbai
99563	2011 MuchMusic Video Awards . Series American singer America 2011 Summer Idol Concert
40073	1896 Democratic National Conventions . Conventions Party 1896 National Democratic 1892 democratic governor Boies
93915	Chios massacre . 1822 Ibrahim Chios İzmir Edhem Husrev Pasha
115050	America East Women's Tournament . Women America tournament 's East Albany
9355	68th Academy Awards . Baldwin Whoopi Goldberg
35004	earthquake . Gonias earthquake Episkopi 1956
48923	abducted and murdered . leader Moro compromise
70314	Miss World 1987 . 1987 September Kingdom year Miss United World Fairbrother International
38029	1939 Erzincan earthquake . Ahmet 1939 earthquake Ayık Erzincan
115934	2017 pageant . 2017 Hirwa Uwase Rwanda Miss Honorine
90409	2013 Mayflower oil spill . 2013 29 ExxonMobil March Conway Lake Mayflower Arkansas
115258	2010 Zahedan bombings . a decade Zahedan attack more than 2010 terrorist Tehran
122910	47th . actress Grand Awards 2011 2010 kyung Bell - Shim Eun
46624	16th Moscow International Film Festival .
113869	Khatyn massacre . 1943 Byelorussian Khatyn war belarusian Soviet 1969 Socialist Katyn
106645	12th Hong Kong Film Awards . Hong Awards Film 1993 Kong
108347	Valley Fire . High School 2015 Fire Middletown
104366	Refugio oil spill . 2015
37912	2010 Mentawai earthquake and tsunami . – Simeulue 2005 Nias Mentawai earthquake 2010
107698	20th Annual Grammy Awards . Annual music award american Grammy 1977
126099	2002 NATO Summit in Rome . Rome May 28 2002 NATO - Council Russia
110168	2012 Billboard Music Awards . song year soul 2012 2011 r&b the music award Awards top Music Billboard train
102441	Oops!... I Did It Again Tour . Spears 2000
112234	20th Golden Raspberry Awards . Hale actress Heather Cowie Donahue Gregg Robin
122388	11th Screen Actors Guild Awards . Warrick
25266	apartment bombings . Alexander Chechnya year Mikhail Putin Trepashkin Moscow Russia FSB Felshtinsky attack Boris 1999 Litvinenko prime russian minister Director Yury 2000 war Pribylovsky Kagarlitsky Satter David Vladimir
97375	Miss Universe 1965 . Hongsakula Bangkok 1965 Apasra queen Miss Universe thai model 1947 Thailand
107447	North American Tour . 2007 Van 1985 singer American Roth Halen David North Lee April Tour
84972	NEC Tournament . Wagner Connecticut Mount Central St. NEC Mary
125512	Madame X Tour . New Los Madame York Chicago X Angeles Tour
118558	WCC Women's Basketball Tournament . Women basketball WCC tournament 's BYU
21690	winning the nomination . Libertarian December May republican 2012 2011
74344	13th Moscow International Film Festival .
23543	Olympic closing ceremony . olympic Oil Midnight
71118	CAA Women's Tournament . caa Elon
100065	Jonas Brothers World Tour 2009 . broken Heart New Brothers DARI World Jacopo MTV 2009 College Italy Sarno Finley Jonas Tour
124524	rigged . a 2007 later year in August
126013	Juventafest . Beton Fest Juventafest annual
121522	waves of suicide attacks throughout Pakistan . Kayani Pakistan West attack suicide General Balochistan North - ISI
20374	Democratic National Convention . 1932 Convention National Democratic Garrett
77906	Miss World 1981 . 1 actress 1963 Turkey Aydan turkish 1981 Şener Miss March model Memnune
106271	men's . Vegas Gonzaga Las
105002	1967 USS Forrestal fire . States explosion Vietnam Navy Marine United War fire Corps 1967
124503	30th Independent Spirit Awards . Independent Awards award 2014 Spirit academy
120043	2016 NEC Tournament . the NCAA 2016 year NEC Coach Giovatto
62810	2015 Big South Conference Men's Basketball Tournament . Big Center 14 South March Conway Carolina tournament , 's Conference basketball 2015 2014 HTC Men November
115110	31st Sanremo Music Festival . the Festival year Music Malepasso producer Sanremo follow songwriter
58410	6th South Indian International Movie Awards . 2017 year indian forty
120630	1956 award . Productions Inc. Showcase , 1956
112088	Miss Indonesia 2007 . Kamidia Java 2007 Radisti Miss Angelia East Indonesia Sandra
112964	2016 Kumamoto earthquakes . Kumamoto 22nd May 2016 earthquake Autopolis
70098	ARIA Music Awards in 1997 . 1997 music award aria
116368	Summit League Tournament . League State North Summit tournament Dakota
124957	series of earthquakes . 2009 December earthquake
111302	11th Lux Style Awards . award ul Ain 2012 style Qurat - lux Balouch
111894	a suicide bomb attack . Qaeda Front attack 6 Damascus suicide 2012 Nusra al Midan - January
90859	56th BAFTA Awards . somali British later award year bafta one Glasgow - Yates fourteen minute
77817	earthquake of 1976 . 1976 Guatemala earthquake
91799	MTV Video Music Awards . J. artist director Blige Aguilera 1997 3:57 2007 min 2006 2005 3:18 4:09 Christina Mary Rolston
67427	Big West Tournament . Big West Irvine Tournament UC
65257	Miss Panama World 2014 . Nicole 1995 Panama 2014 Pinto panamanian Miss model City runner
118202	massacres of Albanians . '' Albanians war albanian - Balkans serbian Bourgeoisie Albania Turkey Kosovo marxist Serbia 1912
105094	floods . Buenos La Plata Aires flood April
98012	1989 Juno Awards . 1989
60891	Miss International 2010 . Brown Kingdom UK China Miss United british 2010 World International
110391	The 2004 Brit Awards . BBC Bowman Brit year Edith Academy FM Capital Roadtripping weekly MTV the Fame 2004 London
117623	1930 Salmas earthquake . 1932 1930 kidnapping James Breasted earthquake american Sahneh Henry Lurs
112051	Knoxville Unitarian Universalist church shooting . Universalist Knoxville Unitarian shooting
86234	Kelayres massacre . boss republican night democratic
121939	Hawker Hunter Tower Bridge incident . Hunter Force Alan Lt Air April Flt Royal 5 Squadron Pollock Tower 1968 Bridge
52580	Nobel Peace Prize . chinese Xiaobo Nobel Peace Macron Liu Prize
45318	Academy Award . 1942 Joan actress Fontaine
85713	16th Berlin International Film Festival . Pasolini 1966
82247	BAFTA Scotland Award . actor 2017 Bremner Scotland
100436	Melodifestivalen 1985 . swedish 1985 singer Gothenburg Danielsson
98018	2005 Metro Manila Film Festival . December 25 Films 2005 gma ,
79209	massacre . Dili 1991 Timor East
122502	56th Filmfare Awards . actress filmfare award Kapoor
71984	Eurovision Young Musicians 2008 . Eurovision 2008 young Serbia musician
110774	earthquake on Friday, 24 May 1968 . 24 May Friday earthquake , 1968
115204	Summit League Tournament . League State North Summit tournament Dakota
90155	Šahovići massacre . 1924
105018	Pac-10 tournament .
106920	Wakefield massacre . Wakefield 11 Warwick a Warehouse Cold September year Herald West 2000 Island Rhode Storage Worcester Massachusetts attack 2003 2013 few fire Marathon Boston 1999
104505	1957 San Francisco earthquake . Edgemont 22 San School Francisco late March Elementary earthquake 1957
121122	2010 Aksu bombing . 2009 Aksu September 2010 bombing July Ürümqi Xinjiang
107629	6th Genie Awards . the actor same year
123157	43rd Antalya Golden Orange Film Festival . Sinefekt
105484	30th WorldCon . 1972 Turd artist Shaw Scott
126039	Avro Lancastrian . Buenos Argentina year fifty nfcc Avro Argentine August 2 Dust Santiago later Star Lancastrian 1947 Chile Aires
108172	Family Values Tour 1998 . 1998 Bizkit Limp year DJ family value early Tour
